"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP20","MixedwoodUP40","MixedwoodUP60","NA.","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","4-12-80-18-NW",0,0,14.0932664425358,38.7753253084185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90795171946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08213211244845,0,0
"12","4-12-80-18-SE",0,0,29.9971782736254,19.7421538295705,2.2324518254482,0,0,0,0,0,0,0,1.612756044696,0,0,0,0,0,0,0,0,0,0,0.0404513394629,0.257979299836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.611225719543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20775744933,0,0
"13","4-12-80-18-SW",0,0,13.9870336110939,34.2053682089226,1.10535569576542,0,0,0,0,0,0,0,3.0920516731,0,0,0,0,0,0,0,0,0,0,1.55984260104,0.00629642804873,1.95867908772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409852996193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70722590874698,0,0
"14","4-12-80-19-NE",0,0,0,0,0,0,1.289394782088,0,0,0,0,0,0,0,0,4.1835475412639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23702822702,0,0,0,0,0,0,0,0,0,48.2612672333449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23702625406,0,0,0,0,0,0,0,0,1.08915833385875,0,0.270588161994
"15","4-12-80-19-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309400316981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2558280596996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12331309512393,0,0
"16","4-12-80-19-SE",0,0,3.24839764779,5.8247638870966,0,0,0,0,0,0,0,0,0,0,0,1.24999923068,0,0,0,0,0,0,0,0,0,0,0,6.04917889494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.462958903496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4048141944853,0,0
"17","4-12-80-19-SW",0,0,5.26126440271,12.9154184965708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39841597460791,0,0,0,32.7027095513747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18631754046333,0,0.999938299718
"18","4-12-80-20-NE",0,0,0,4.85482982371,0,0,0.653773202551,0,0,0,0,0,0,0,0,8.48406992412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.978011141882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470177862796,0,0,0,0,1.23767567835224,0,0.999908579933
"19","4-12-80-20-NW",0,0,0,0,0,0,0,0,0,0,0,0,1.54996760307,0,0,18.621269898108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3600294235942,0,0,0,0,0,0,0,0,0,34.5844689315364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3600299082146,0.108221786154,0,0,0.13417565146,0,0,0,0,1.45125446058866,0,0.176391211386
"20","4-12-80-20-SE",0,0,0,1.792608767957,0,0,2.94749709118,0,0,0,0,0,0,0.676676070919,0,0.0260225819971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.953662348116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258682001014,0,0,0,0,1.25678800172637,0,0.893687477467
"21","4-12-80-20-SW",0,0,0,1.766610071166,0,0,0,0,0,0,0,0,0,4.84492440676,0,3.978328265853,0,0,0,0,0,0,0,0,0,0,0,2.607515853444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4326272544006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2156012030047,0,0.221023025381
"22","4-12-80-21-NE",0,0,0,0.7821581774426,0,0,15.4511931800633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9864671392579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590348134667669,0,0.999893405275
"23","4-12-80-21-NW",0,0,0,9.745768507414,0,0,11.459011317861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.82270767896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672575864823,0,0
"24","4-12-80-21-SE",0,0,0,4.87262239179,0,0,19.643633563688,0,0.151497833297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.845403814913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394789444536,0,0
"25","4-12-80-21-SW",0,0,0,7.874083555348,0,0,14.1874102081607,0,0,0,0,0,0,0,0,2.77571097758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8703690872916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6288552788063,0,0,0,0,0.437704439187308,0,0.129311773045
"26","4-12-80-28-NE",0,0,0.907472672898,10.534392495357,0,0,17.70006293141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.544260904663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795701478642,0,0,0,0,0.3555916822174,0,0
"27","4-12-80-28-NW",0,0,0,3.104661991329,0,0,1.630149149794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44512387368108,0,0,0,0,0,0,0,0,0,0,0,0.766571024918,0,0,23.372182576948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153243200227,0,0
"28","4-12-80-28-SE",0,0,0,7.26359721591,0,0,13.892958943365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3734725689883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0747545598571,0,0
"29","4-12-80-28-SW",0,0,0,9.766865940454,0,0,33.710724278363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8001122189407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99350270309096,0,1.171608762253
"30","4-12-80-29-NE",0,0,0,2.939491692965,0,0,17.0531502841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2961571780763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113601814839,0,0
"31","4-12-80-29-NW",0,0,0,4.18015974146,0,0,20.678304070419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6995530635227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4901466875924,0,0
"32","4-12-80-29-SE",0,0,0,10.0227864646423,1.00261194234,0,25.70170692909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2240098868917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98293924462707,0,0
"33","4-12-80-29-SW",0,0,0,1.50918263797,0,0,6.6090951002456,0,0,0,0,0,0,0,0,2.1117346846573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403533933607,0,0,0,0,0,0,0,0,0,57.367181684102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403533840869,0,0,0,0,0,0,0,0,2.44980433338691,0,0
"34","4-12-80-30-NE",0,0,0,12.7352391638588,0,0,13.780354855081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.90013604331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24459320590758,0,0
"35","4-12-80-30-NW",0,0,0,22.4890988204376,0,0,21.801323621943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89268452507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71420238690344,0,0
"36","4-12-80-30-SE",0,0,0,11.34361370518,0,0,7.290677827366,0,0,0,0,0,0,0,0,0.964899621313,0,0,0,0,0,0,0,0,3.20825120016,0,0,0,0,0,0,0,12.558596034702,0,0,0,0,0,0,0,0,0,30.9764166794418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.558597255597,0,0,0,0,0,0,0,0,1.65051370394843,0,0.997965913023
"37","4-12-80-30-SW",0,0,0,2.268055830297,0,0,29.713537876694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7426986743823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16326501903953,0,0
"38","4-12-80-31-NE",0,0,15.3142390842061,19.6718953669158,0,0,2.89770077148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6468324600442,0,0
"39","4-12-80-31-NW",0,0,0,16.0741777012256,0,0,15.91470551568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71117581173303,0,0
"40","4-12-80-31-SE",0,0,4.162536291059,35.899100446674,0,0,3.7493770904684,0,1.80434076707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54702234385517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823131809569,0,0
"41","4-12-80-31-SW",0,0,0,37.9876222621339,0,0,1.140844752143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4909806266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02837800966498,0,0
"42","4-12-80-32-NE",0,0,3.00689480970144,13.6873702101502,0,0,11.6758629776004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7989591401163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482667886642,0,0
"43","4-12-80-32-NW",0,0,22.1733461516483,10.735840021024,0,0,0.443701866914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1278973739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903412353828,0,0
"44","4-12-80-32-SE",0,0,0,15.043522711617,0,0,22.26419249969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270703117163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.563840552696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129158051399,0,0,0,0,0.90109310551933,0,0.250985903141
"45","4-12-80-32-SW",0,0,0.0937819194361,9.9846353919087,0,0,10.915748316236,0,0,0,0,0,0,0,0,0.910283327027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.649842097387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9003711706366,0,0
"46","4-12-80-33-NE",0,0,0,8.861961950741,0,0,5.6238023494693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3043777809569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58601823879575,0,0
"47","4-12-80-33-NW",0,0,0,16.1545919402508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7620497765067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78791290897893,0,0
"48","4-12-80-33-SE",0,0,0,21.682183082793,0,0,6.59364519109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.556842246682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6664370287766,0,0,0,0,0.74154161584889,0,0
"49","4-12-80-33-SW",0,0,0,5.36520277828439,0,0,1.147831295751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159391183826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.21552185852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690482537273,0,0,0,0,0.5296739061181,0,0
"50","4-12-80-4-NE",0,0,0.246644688129,49.098908613318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34213878381599,0,0
"51","4-12-80-4-NW",0,0,0.951650262742,23.812661070166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48950378267433,0,0
"52","4-12-80-4-SE",0,0,0.353483717263,53.342982959029,2.448529265997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42120868824,0,0,0,0,0.795564522547817,0,0.264508349992
"53","4-12-80-4-SW",0,0,0,31.5188600146038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13726766062779,0,0,0,0,0.73834550190699,0,0
"54","4-12-80-5-NE",0,0,0.817109953153,46.444570683023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31530073327225,0,0.15418099530201
"55","4-12-80-5-NW",0,0,0,63.813406070349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25338452053363,0,0
"56","4-12-80-5-SE",0,0,0,51.3754731640967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3547746126473,0,0
"57","4-12-80-5-SW",0,0,0,59.8308335072677,1.1698353545559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35831614986162,0,0.266028825403
"58","4-12-80-6-NE",0,0,0,53.758676425375,0,0,0,7.11146428282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9694319652811,0,0
"59","4-12-80-6-NW",0,0,0,58.0331645870853,0,0,0,0.0153172627981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14466369962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31151285177297,0,0
"60","4-12-80-6-SE",0,0,0,24.5564845720256,2.759280799971,0,0,15.6104404454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673880572885,0,0,0,0,0.2059905007013,0,0.0268722988192
"61","4-12-80-6-SW",0,0,0,60.1969061725436,0,0,0,1.0598102235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26600658423261,0,0,0,0,0.9665514931839,0,0.0662652213784
"62","4-12-80-7-NE",0,0,2.91214478689,50.6997803097767,0.680775491476,0,0,0,0,0,0,0,1.201930908271,0,0,0,0,0,0,0,0,0,0,0,0.223353159409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592201304956,0.954188633949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790644369361,0,0.999934093837
"63","4-12-80-7-NW",0,0,24.5632134559425,39.6863733328982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586841848431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1864567360934,0,0,0,0,1.73090358552376,0,0.0752370225958
"64","4-12-80-7-SE",0,0,0,63.3774769978942,0,0,0,0,0,0,0,0,0.539265860053,0,0,0,0,0,0,0,0,0,0,0.879991752317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483627071604,0,0
