"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP20","MixedwoodUP40","NA.","Pine0","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC20","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Mine.Site","Municipal..Water.and.Sewage.","Other.Disturbed.Vegetation","Pipeline","Rail..Hard.Surface","Rail..Vegetated.Verge","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Urban","Well.Site"
"30","4-1-85-17-SW",0,0,0.975665800916,0.059786655320915,0,0,0,1.94968705368,57.8751059234048,0,0,0,0,0,0.452627014803,0,1.654091621074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4-1-85-18-NE",0,0,0,0.863083083608,0,0,0,11.862114225295,6.338028555989,0,0,0,0,0,0.0801511017444,0,0,15.521400035311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34894570202,0,0,0,0,0,0,0.730297446968,3.29100012014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-1-85-18-NW",0,0,0,2.34798569344,0,0,0,3.654909059561,0.537056022687,0,0,0,0,0,0,0,0,36.67390451747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40227948758437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","4-1-85-18-SE",0,0,2.728657366718,0.304323591583,0,0,0,0,25.519035254896,0,0,0,0,0,1.1627605016,0,0.940921528623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.704545648563,0,0,0,0,0,0,0,3.649120525717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","4-1-85-18-SW",0,0,0.6728598997728,6.335169211541,2.527906323819,0,0,0,3.530357830828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-1-85-19-NE",0,0,0,2.89326380686,0.625171661811,0,0,2.46351597398,3.424860170494,0,0,23.916981355056,0,0,0,0,0.0344341535647,7.577891508447,0,0,0,0,0,4.58600828164,0,0,0,0,0,0.460208530824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44130476114,0,0,0,0,0,0,0.48240775531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561164570498,0,0,0
"36","4-1-85-19-NW",0,0,37.935087290413,1.66361485439399,7.482616786939,0,0,0,8.524584528005,0,0,5.87768386009,0,0,0,0,0,0.587192438845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1471543495651,0,0,0
"37","4-1-85-19-SE",0,0,0,3.58620227962,0.0857299993674,0,0,0,8.650956522929,0,0,10.580675444399,0,0,0,0,0,7.13757831443,0,0,0,0,0,5.60707753863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8265943965,0,0,0,0,0,4.9083414424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","4-1-85-19-SW",0,0,19.872300565276,0.8302108372721,5.09396367359,0,0,0,10.781422059438,0,0,0.0747553003306,0,0,0,0,0,5.169025261414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1755657856368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-1-85-2-NE",0,0,0,0,0,0,0,0.0303584188489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","4-1-85-2-NW",0,0,13.803709759662,3.525373198054,0,0,21.878217662904,1.70529858303,2.077928002979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8836323937698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","4-1-85-2-SW",0,0,0.1029151261011,0,0,0,2.96723407450607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32691078792741,0.22440704456047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","4-1-85-20-NE",0,0,0.679889018979,9.24336267358,0,0,0,2.00886101526,12.9680147327914,0,0,0,0,0,0,0,0,13.777193688061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74980233124,0,0,0,1.65817753996,2.03265073552,16.489273201193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24653923133,0,0,0
"43","4-1-85-20-NW",0,0,8.86125135633,32.1929362389832,0,0,0,1.467543481673,18.87070525084,0,0,0,0,0,0,0,0,2.240421015514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6134971164524,0,0,0,0,0,0,0.978299573163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114142424297,0,0,0
"44","4-1-85-20-SE",0,0,2.52647298054,8.244855551814,1.64380538505,0,0,5.56692345567,45.28014599542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27088235082,0,0.0867519212206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270385485739,0,0,0
"45","4-1-85-20-SW",0,0,0,11.447120366399,0,0,1.39428504342,0,19.664276831577,0,0,0,0,0,0,0,0,2.390352798568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.981248379729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-1-85-21-NE",0,0,10.8831165474,0.186622883678,0,0,2.18819822782,3.418326893263,33.69675791674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619548490675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-1-85-21-NW",0,0,13.244414161,0,0,0,0,19.61543271197,5.873784948835,0,0,0,0,0,0,0,0,4.45282538268,0,0,0,0,0,0,0,0.45053584611,0,0,0,0,0,0,0,0,0,0,0,0,2.98492704295,0,0,0,2.6448034488833,0,16.2972820794419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-1-85-21-SE",0,0,11.8825384942,0.855855335279,0.78594830414,0,2.693644210901,2.38118573696,45.93031390385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189056265092,0,0.0901704726321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262343146821,0,0,0
"49","4-1-85-21-SW",0,0,16.921148568401,1.18324119749196,7.70901587037658,0,0.945837552562,5.99374744414,5.610943238236,0,0,0,0,0,0,0,0,2.78476357417969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73922003795,0,0,0,20.274274935329,0,0.0751136503204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5849846665997,0,0,0
"50","4-1-85-22-NE",0,0,0,5.30030676378,0,0,33.46381900213,1.781130762074,24.081134353892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2404416787434,0,0,0
"51","4-1-85-22-NW",0,0,0,3.883381446045,0,0,21.4506613203986,0,35.9559412204633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","4-1-85-22-SE",0,0,5.91589839851,18.2940805955,0,0,30.78211174507,0,8.1651763978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15176033085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43572112454349,0,0,0
"53","4-1-85-22-SW",0,0,0.978370603625,5.822433703302,0,0,26.7474794059256,12.379966534911,10.5176067630304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552816399939,0,2.78888156809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247328180557,0,0,0
"54","4-1-85-23-NE",0,0,4.553431146883,4.740804624358,2.834037610819,0,0,26.5579859565874,25.93956261946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","4-1-85-23-NW",0,0,0.563897362978,0.191639730422,0,0,6.319032407559,53.340423191933,5.828311282802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4428194182692,0,0,0
"56","4-1-85-23-SE",0,0,2.31860241181,16.83923583299,1.52941114437,0,7.14112801198,19.244069039917,17.5525063000515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","4-1-85-23-SW",0,0,4.685164558066,8.51939821468,0,0,0,31.3787460283553,21.271949639097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397103923741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-1-85-24-NE",0,0,22.8081636517,0,0,0,0,31.780215346,3.45201631075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03044924141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","4-1-85-24-NW",0,0,4.209987716265,3.0180323614629,5.16289081105,0,0,21.2291516085771,19.12802847729,0,0,0,0,0,0,0,0,1.971059647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368420713586,0,0,0
"60","4-1-85-24-SE",0,0,13.2437873294934,0,0,0,0,33.8411860461575,11.75121567658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212680507978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543596550262,0,0,0
"61","4-1-85-24-SW",0,0,0,0,0.409508249576,0,0,17.3083490641156,19.736215861833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","4-1-85-25-NE",0,0,4.4540495095,0,0,0,0,5.27945359088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
