"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","5-1-84-11-NW",0,0,29.374702459274,0.739640698406,0,0,0,0,6.015300403366,0,0,0,0,0,0,0,0.477508831952,14.074577288644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63553292648246,0,0,0,0,2.286178346894,1.4627376533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4479233741232,0,0
"12","5-1-84-11-SE",0,0,6.5278737607533,3.3543614264033,0,0,0,0,9.004028465486,0,0,1.71321920044,0,0,0,0,0,10.10154497414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97702654421,0,0,0,0,0,13.0141379819765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","5-1-84-11-SW",0,0,6.05510724275,17.4066080067098,0,0,0,0,4.665808607017,0,0,0,0,0,0,0,0.861383721403,14.380012298167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.472607428738,0,0,0,0,1.17177683179,12.8966677636284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","5-1-84-12-NE",0,0,0,12.29522729001,0,0,0,0,3.424918673818,0,0,0,0,0,0,0,0,41.096550550285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86914671804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74852326303691,0,0
"15","5-1-84-12-NW",0,0,0,2.275903974056,0,0,0,0,0.0722308184516,0,0,0,0,0,0,0,0,57.5127628536284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340636631394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53677231548107,0,0
"16","5-1-84-12-SE",0,0,6.510107432779,6.359473379087,0.926533780891,0,0,0,4.8452405599042,0,0,0,0,0,0,0,0,30.221900367719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5945330849066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23022222083,0,0
"17","5-1-84-12-SW",0,0,0,2.611909162277,0,0,0,0,3.576420450827,0,0,13.056289755973,0,0,0,0,0,22.0545397751366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.005142747567,0,0,0,0,0,14.3018990490505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730730955523,0,1.00157267904
"18","5-1-84-13-NE",0,0,9.996081758391,6.140416595158,0,0,0,0,0,0,0,0,0,0,0,3.88775614451,0,23.852024716246,0,0,0,0,0,0,0,0,0,0,0,1.387935906189,0,0,0,6.595302809344,0,0,0,0,0,0.0465225864614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382417071473,0,0
"19","5-1-84-13-NW",0,0,15.8083531370467,6.62817338067005,0,0,0,0,3.03632868586,0,0,0,0,0,0,0,0,21.878694280437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83938120765,0,0,0,0,0,2.017103752218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5615085324512,0,0
"20","5-1-84-13-SE",0,0,1.543620148158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7152225509199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3402463131165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","5-1-84-13-SW",0,0,2.32313383651,0,0,0,0,0,1.18082235625,0,0,0,0,0,0,0,0,62.0026314526986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475452572712,0,0.126433857598
"22","5-1-84-14-NE",0,0,4.28151003922,4.245636315401,0,0,0,0,0,0,0,0,0,0,0,0,0.715518911203,38.6347427257073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.355922454252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483821789965,0,0
"23","5-1-84-14-NW",0,0,0,6.411483498288,0,0,0,0,0,0,0,3.1975976859,0,0,0,0,1.44714891071,43.4780795090159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72851196223,0,0,0,0,0,2.05338062209039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44899394148965,0,0.0751480759275
"24","5-1-84-14-SE",0,0,1.09972047195,2.126359685057,0,0,0,0,0,0,0,0,0,0,0,0,0.455408766796,57.225777332076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","5-1-84-14-SW",0,0,2.353995826596,0,0,0,0,0,0,0,0,1.3526433557011,0,0,0,0,0.4045420481996,54.2603136997778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.600852543181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4012434852307,0,0
"26","5-1-84-15-NE",0,0,1.106483411646,0.116007777417,0,0,0,0,0,0,0,30.3009082408774,0,0,0,0,2.035967907894,16.805609351782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32560828684,0,0,0,0,0,5.699678604909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290284484548,0,0
"27","5-1-84-15-NW",0,0,0,0.2764657783589,0,0,0,0,0,0,0,34.31987450273,0,0,0,0,0,16.64896739161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1069993150712,0,0,0,0,0,2.480672949632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5011019187654,0,0,0,0,0.87380747940149,0,0.0714720247705
"28","5-1-84-15-SE",0,0,2.56796231232672,0.1946810800386,0,0,0,0,0,0,0,19.9232169017395,0,0,0,0,3.57493764799,32.253908292633,0,0,0,0,0,0,0,0,0,0,1.0221690797,0,0,0,0,0.6228703403023,0,0,0,0,0,0,0,0,0,0,0,0,1.545858540097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39204504213504,0,0
"29","5-1-84-15-SW",0,0,4.876634156671,2.82057453557,0,0,0,0,1.602382966596,0,0,34.9434270433534,0,0,0,0,0,4.1816856158285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5720213388471,0,0,0,0,0,2.728664190801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157355701952,0,0,0,0,0.39617828630123,0,0
"30","5-1-84-16-NE",0,0,11.4153149543145,3.457771952668,10.35555814297,0,0,0,5.15805056154,0,0,13.8320263389,0,0,0,0,0,10.514082236287,0,0,0,0,0,0,0,0,0,0,0,1.55599532777,0,0,0,0.674111492545,0,0,0,0,0,0.969491806183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552856779929,0,0,0,0,0.0299542179023,0,0.19679333705151
"31","5-1-84-16-NW",0,0,38.3099632165594,1.358490991484,1.15294614898,0,0,0,5.32363267465,0,0,0.746971480802,0,0,0,0,0,6.20951164136816,0,0,0,0,0,0,0,0,0,0,2.03185531276,0,0,0,0,4.613872300998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2408031891555,0,0
"32","5-1-84-16-SE",0,0,9.373774300578,0.706080325412,0,0,0,0,11.677733733958,0,0,9.61622485833,0,0,0,0,0,1.9735512660124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.105240623492,0,0,0,0,0,10.082760803751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88170038156545,0,0,0,0,0.1559483874468,0,0.0953603076338
"33","5-1-84-16-SW",0,0,14.6432534128591,2.81740364347,0,0,0,0,1.27317479932,0,0,3.25798354181,0,0,0,0,0,37.4539665496026,0,0,0,0,0,0,0,0,0,0,0,2.234589885103,0,0,0,1.447335387619,0,0,0,0,0,4.70620754984405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4959467835949,0,0
"34","5-1-84-17-NE",0,0,13.9373174570054,0,0,0,0,0,9.659206456709,0,0,2.19060237653,0,0,0,0,0,12.802299014781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.956394274871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475997755243,0,0
"35","5-1-84-17-NW",0,0,7.93874850358,0,0,0,0,0,14.508132268966,0,0,4.61651665458,0,0,0,0,0,1.04901978002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.186446018458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470505185991,0,0.101445928033
"36","5-1-84-17-SE",0,0,1.22998466501432,0,0,0,0,0,0.146488055136,0,0,0.171637283164,0,0,0,0,0,42.819566386,0,0,0,0,0,0,0,0,0,0,0,0.746407766921,0,0,0,12.4804248096377,0,0,0,0,0,5.2095359947412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448034335653,0,0
"37","5-1-84-17-SW",0,0,0.0205477918835,0,0,0,0,0,0.290823020338,0,0,4.89666697538,0,0,0,0,0,12.7980428173256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1433021237433,0,0,0,0,0,16.813440854936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4421714577438,0,0,0,0,0.33773074943976,0,0.0376720146102
"38","5-1-84-18-NE",0,0,0,0,0,0,0,0,1.17944645943,0,0,0,0,0,0,0,0,16.214490388399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54015105272,0,0,0,0,0,0.17455088213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465905465001,0,0.0179729326307
"39","5-1-84-18-NW",0,0,0,1.223959706439,0,0,0,0,0.732684329038,0,0,0,0,0,0,0,0,35.638302827693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.938710185753,0,0,0,0,0,11.9486808031846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18394908886193,0,0,0,0,0.0589124872862,0,0
"40","5-1-84-18-SE",0,0,2.285765224887,1.703715786208,0,0,0,0,2.89033721776,0,0,0,0,0,0,0,0,4.81080486206396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4393586193428,0,0,0,0,0,18.1773578270149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507401515252,0,0,0,0,0.5235385943595,0,0.005599839631
"41","5-1-84-18-SW",0,0,0,1.55555581715,0,0,0,0,0.0509243414003,0,0,0,0,0,0,0,0,48.8372847733693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291836628895,0,0,0,0,0,12.7665788466533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351517024997,0,0,0,0.92759426577572,0,0,0,0,0,0,0
"42","5-1-84-19-NE",0,0,0.503778066615798,0,0,0,0,0,1.12405987085,0,0,0,0,0,0,0,0,6.07527839038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.203015961327,0,0,0,0,0,8.006436591776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43887426984704,0,0.21060874327732
"43","5-1-84-19-NW",0,0,11.576942201485,0.0387554991274,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0453579941595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375686442587,0,0,0,0,0,14.6860928650788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05774844096073,0,0
"44","5-1-84-19-SE",0,0,0.2101927156845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8233873327274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4240402161,0,0,0,0,0,25.138237520367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76700376386,0,0
"45","5-1-84-19-SW",0,0,18.05622980816,2.49195297524,1.5377650259,0,0,0,0,0,0,0,0,0,0,0,0,19.92393930737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106193490889,0,0,0,0,0,20.2521149256032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891337853009,0,0,0,0,0.4777398729676,0,0.0799889319032
"46","5-1-84-2-NE",0,0,19.68604258951,5.139664932197,0,0,0,0,17.470950604817,0,0,2.42202743439,0,0,0,0,0,1.310219710811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.575017959109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","5-1-84-2-NW",0,0,2.442619089927,25.794132943344,0,0,0,0,0.0439874122711,0,0,0,0,0,0,0,0,19.7282625017549,0,0,0,0,0,0,0,0,0,0,0,3.65482509706,0,0,0,1.908096828928,0,0,0,0,0,5.526738761798,0,0,0,0,0,0,0,0,0,0,0,0,1.699159675444,0,0,0,0,0,0,0,0,0,0,0,0.4226901097804,0,0
"48","5-1-84-2-SE",0,0,17.78551780671,11.75917868345,0,0,0,0,12.465822522549,0,0,0,0,0,0,0,0,10.34269612765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44556318962,0,0,0,0,0,4.8734792576607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80897282936126,0,0
"49","5-1-84-2-SW",0,0,5.158303602564,6.655222060139,2.1401472435784,0,0,0,1.3213600975917,0,0,0,0,0,0,0,0,22.0531076826902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28130662586,0,0,0,0,0,4.594876128876,0,0,0,0,0,0,2.274289605555,0,0,0,0,0,14.2670588524513,0,0,0,0,0,0,0,0,0,0,0,0.6439653731807,0,0.0539949811672154
"50","5-1-84-20-NE",0,0,4.005567027172,0,0,0,0,0,26.783903859211,0,0,0,0,0,0,0,0,9.68844872986171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18282133943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346346097362784,0,0
"51","5-1-84-20-NW",0,0,8.54611403894931,1.852361945994,0,0,0,0,5.48390848702747,0,0,0,0,0,0,0,0,2.372467766493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.68613336253,0,0,0,0,0,4.960806928242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2517008719231,0,0.00249166459077927
"52","5-1-84-20-SE",0,0,5.815741859651,0,0,0,0,0,18.01900757045,0,0,0,0,0,0,0,0,6.68510825214712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.892683185927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117853440418,0,0
"53","5-1-84-20-SW",0,0,0.861674815572,0,0,0,0,0,10.6923041604954,0,0,0,0,0,0,0,0,5.0033241685298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228316198314,0,0
"54","5-1-84-21-NE",0,0,26.614890213333,6.30558440976,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28610834166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03395864885,0,0,0,0,0,0.209120561888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450732348204848,0,0
"55","5-1-84-21-NW",0,0,1.55831542213,0,0,0,0,0,5.071560920567,0,0,0,0,0,0,0,0,49.4360288348449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395169580608,0,0,0,0,0,6.40050336439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238547164683,0,0,0,0,0.13874736131293,0,0
"56","5-1-84-21-SE",0,0,2.435876540641,1.99336783978,0,0,0,0,0.00286098091047,0,0,0,0,0,0,0,0,35.86108923862,0,0,0,0,0,0,0,0,0,0,0,2.31661933756,0,0,0,0,0,0,0,0,0,11.1288610113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100858685788,0,0,0,0,1.16014705189494,0,0
"57","5-1-84-21-SW",0,0,0.0911942183375,1.07221961223,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9972505923102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.062207221493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1662510301779,0,0,0,0,0.71874856385633,0,0.234078282746
"58","5-1-84-22-NE",0,0,18.360647971385,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0802346805,4.71940002051,0,0,0,0,0,1.19642468255,0,0,0,0,0,3.82439886948,0,0,0,0,0,0,0,0,0,7.96607865025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46896071125042,0,0
"59","5-1-84-22-NW",0,0,34.7058547802729,0.8263893840969,5.3595029008775,0,0,0,0,0,0,0,0,0,0,0,0,0.8182311201361,0,0,0,0,0,0,0,0,0,0,5.08087880513,0,0,0,0,0,0,0,0,0,0,4.913577745134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160860942646854,0,0
"60","5-1-84-22-SE",0,0,18.73245416851,0,0,0,0,0,9.11868935973,0,0,0,0,0,0,0,0.0667927767015,7.367429253,0,0,0,0,0,0.815151570685,0,0,0,0,0,0,0,0,0,2.59492553651,0,0,0,0,0,19.972608458878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713903198155,0,0,0,0,0.412527081854,0,0
"61","5-1-84-22-SW",0,0,12.537515318402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9586722851225,0,0,0,0,0,0.00234315998796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4070470364312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4978748784608,0,0,0,0,0.8438179238756,0,0.236106649752
"62","5-1-84-23-NE",0,0,5.56523954430768,0,0,0,0,0,3.9399174250162,0,0,0,0,0,0,0,4.227992717698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440020345458,0,0
"63","5-1-84-23-NW",0,0,13.7152163672849,0,0,0,0,0,5.72322651759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464407845472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3901042704503,0,0,0,0,0.193772780980643,0,0.158675691624
"64","5-1-84-23-SE",0,0,5.532330546297,0.411295007603,0,0,0,0,11.5149043351,0,0,0,0,0,0,0,0,19.129863985376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144786953315,0,0,0,0,0,22.17611696375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","5-1-84-23-SW",0,0,19.103858293634,1.02621383109,0,0,0,0,0,0,0,0,0,0,0,0,3.331900223268,7.154599986961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.673978205913,0,0,0,0,0,7.0204504601023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929798976581,0,0,0,0,0.68130462095475,0,0.0197674691084
"66","5-1-84-24-NE",0,0,0,0,0,0,0,0,0,0,0,10.91721600177,0,0,0,0,0,40.48445984614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077190034625993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253084323528,0,0,0,0,0,0,0.6006955145901,0,0
"67","5-1-84-24-NW",0,0,3.647516280351,2.75309389192,0,0,0,0,19.1984403563974,0,0,0.264094957556,0,0,0,0,4.342317287292,12.8398558097387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0540577188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219664317525,0,0,0,0,0.84074566248199,0,0.255546071542
"68","5-1-84-24-SE",0,0,1.9754630294423,2.69657261228,0,0,0,0,0,0,0,22.609274893124,0,0,0,0,0,15.405399019899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653581330637,0,0,0,0,0,8.791200569231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70555653243798,0,0
