"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP20","MixedwoodUP40","MixedwoodUP60","NA.","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Rail..Hard.Surface","Rail..Vegetated.Verge","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"22","4-1-74-12-NE",0,0,1.20383887472,6.058011401929,4.972758929946,0,0,0.318761661346,30.2844467682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43096679709,0.501803900918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5435290094718,0,0
"23","4-1-74-12-NW",0,0,6.135420945984,0,0,0,2.19723065249,21.68919521394,5.79532514905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6111554609949,3.58562523433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019308488561,0,0
"24","4-1-74-12-SE",0,0,1.32342739072,0,0,0,2.77472345146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.288681734877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63318413365154,0,0
"25","4-1-74-12-SW",0,0,6.709073634357,0,0,0,9.149526665086,0,1.3082885859482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64139871683,4.980465208935,0,0,29.9374271346113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4635667283954,0,0
"26","4-1-74-13-NE",0,0,0,0.232739583253,0.000423282065844,0,0,6.921599796075,0.398318054459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35739974627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3520338951396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978922728885,0,0
"27","4-1-74-13-NW",0,0,2.349769144702,4.1179280022,9.223088191853,0,0,14.99230796191,8.6761025183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963876350764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2738752484715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","4-1-74-13-SE",0,0,0,0,5.3605406887876,0,0,5.762669939728,16.324809305811,0,0,0,0,0,0,0,1.07770844873,0,0,0,0,0,0,0,0,0,0,0.781512080253,0,0,0,0,0,0,0,0,0,0,2.68829923493,0,0,0,0,31.063587150842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5101699010875,0,0
"29","4-1-74-13-SW",0,0,3.1210954008493,0,4.782978825424,0,0,15.5131257950549,14.642325600934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5180385680485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197861313441,7.472691232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-1-74-14-NE",0,0,19.46743012027,0,0,0,0,1.06204022224,17.196877722284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5294911534358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4-1-74-14-NW",0,0,5.862723590032,0.9204205890606,9.5630799034086,0,0.00315694031458,5.000131194995,22.969872977256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600863952549,1.0174554076894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-1-74-14-SE",0,0,5.38317656683,1.848994121061,0,0,2.21301448798,1.0593039080359,32.298678609965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725058719198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","4-1-74-14-SW",0,0,8.323588430531,12.201185807987,6.798916353119,0,11.1774211869503,0,1.2151008016376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.757702733089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","4-1-74-15-NE",0,0,4.834357254389,0,27.79449237215,0,2.94208107788,5.495120186114,9.940660784854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.509649748813,0,0,5.923953228871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-1-74-15-NW",0,0,0.7229483562695,0,13.328483020536,0,29.1738204958854,0.0074926740604,7.3402514606291,0,0,0,0,0,0,0.101937954668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29719000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482234660798,0,0
"36","4-1-74-15-SE",0,0,2.222502409584,0,14.945976526557,0,24.772461665597,0,11.57152330454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10762963985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4-1-74-15-SW",0,0,6.7770472785267,1.1841948306,5.62508489915,0,35.4780423797751,0,6.23948519034,0,0,0,0,0,0,3.107204651071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14779475117,2.566137372681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4942834101006,0,0
"38","4-1-74-16-NE",0,0,28.8781686255062,0,0.9020129975,0,9.380841062784,0,21.4541815340443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75016015798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-1-74-16-NW",0,0,27.79440407579,0,0,0,0,0,25.829249499178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19733093726,0,3.532459047795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","4-1-74-16-SE",0,0,9.13145828033414,0,0,0,16.588044987956,0,0,0,0,0,0,0,0,0.676380014836,0,0.413357664847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1147648047781,0,0,0,9.988253556554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","4-1-74-16-SW",0,0,29.846681770815,0,0,0,0,0,2.4291653619246,0,0,0,0,0,0,0,0,0.463005089562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296163458012,2.428533777875,0,0,16.6466897547929,0,7.693803070827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","4-1-74-17-NE",0,0,2.8649302535,0,0,0,0,0,5.0711556094,0,0,0.786093660893,0,0,0,2.0049844641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80980968672,2.038683152476,0,0,15.22330529915,0,1.11528663939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","4-1-74-17-NW",0,0,3.9577731899976,0,0,0,0,2.1816119178957,1.20961709695,0,0,0.781522281899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79694680179,0.61058680149,0,0,21.717387038691,0,0,0,0,0,0,0,0,0,0,0,1.6055670106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","4-1-74-17-SE",0,0,13.201939358873,0,0,0,0,0,22.69951558359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7756496872425,0.902865593889,0,0,26.5958939946443,0,0.466375406998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","4-1-74-17-SW",0,0,6.5150421835523,0,5.948594523653,0,0,0,7.691048486096,0,0,3.61493299614,0,0,0,1.75857552993,0,1.250179831375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7825652744946,0.364874649455,0,0,29.147795220813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-1-74-18-NE",0,0,5.89727259545,0,0.422457201358,0,0,3.33499673526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690643620831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.479300723146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-1-74-18-NW",0,0,0,0,10.333305521383,0,0,0.851600012817,3.695329203377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3478082674056,0,0,26.7094398173107,11.39964531154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-1-74-18-SE",0,0,1.515768537234,0,13.766226430839,0,0,1.224280543038,4.74749539485,0,0,0,0,0,0,0.704056144543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2679386024428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-1-74-18-SW",0,0,1.6472153952656,0,11.719470453242,0,0,5.2368778677553,0,0,0,0,0,0,0,0,0.787548389851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.128491967576,21.3645645038078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-1-74-19-NE",0,0,0.356944799109,2.17678903246,0,0,15.195161525474,0,4.4807861607367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925195689368,0,0,0,28.5494007087357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3456599652438,0,0
"51","4-1-74-19-NW",0,0,5.95218502619,0,0,0,3.603859849371,0,0.721579124583,0,0,0,0,0,0,4.023745990611,0,2.45645938023,0,0,0,0,0,0,3.03422752319,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55254151214,10.66336361256,0,0,11.18392222232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4263381545759,0,0
"52","4-1-74-19-SE",0,0,0.3285006396994,0.325223542043,0,0,6.5620488762,0,0,0,0,0,0,0,0,1.68209525377,0,0,0,0,0,0,0,0,0,3.27476862231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5611535276341,0,0,0,0,0,0,0,0,0,0,0,7.946180147135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397368741004,0,0
"53","4-1-74-19-SW",0,0,3.53520577391,0,0,0,0,0.645522509397,3.545549769293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68813779015,8.08246278426,0,0,0,0,0,0,0,0,0,0,0,0,2.70627043829,2.090846685808,0,0,15.750721283955,0,0,0,0,0,0,0,0,0,0,0,2.762345986198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1628762679803,0,0
"54","4-1-74-2-NE",0,0,0,28.78441345023,2.03359700633,0,4.520763343632,0,1.7670317049749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06894299521,0,0,0,24.32974609777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967020081395,0,0
"55","4-1-74-2-NW",0,0,2.161336480607,7.15003984279,0,0,2.56215315203,0,10.1568333905244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.082725960151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7902552915272,0,0
"56","4-1-74-2-SE",0,0,6.687506866711,6.80256586146,6.1183106225451,0,9.736007360666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600554029377,0,0,0,33.864291290764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","4-1-74-2-SW",0,0,3.39283243956,0.26855713302,7.111691658963,0,26.172678683336,0,0.644454734194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.326416146118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-1-74-20-NE",0,0,24.5413935485531,5.647090486626,0,0,6.33359245281,0,0,0,0,0,0,0,0,0.861621484019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83734487072,2.25520300096,0,0,21.332708851745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4041852008954,0,0.327154379207
"59","4-1-74-20-NW",0,0,2.718065259375,0,0.00731379497081,0,13.501946828851,0,6.331368007992,0,0,2.14703895694,0,0,0,3.21511132262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6853510575,1.71842951883,0,0,23.605448539107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3770266482068,0,0
"60","4-1-74-20-SE",0,0,7.87467815811,8.75060759572,0,0,0,16.083693875,0.134702108687419,0,0,0,0,0,0,0.49151415489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326856339178,8.62319437139,0,0,6.40617528058388,0,11.8574369578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481082256997,0,0
"61","4-1-74-20-SW",0,0,7.882323886653,0,1.84924132824,0,3.67617398459,0.208847113107,14.60528365043,0,0,0.0555524086527,0,0,0,0.703489780393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98905915747,0,0,17.2031734293368,0,0.376094876499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3410346066373,0,0
