"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP10","MixedwoodUP20","MixedwoodUP40","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"49","4-24-69-15-NW",0,0,0,0,3.2040598132,0,0,9.575682967,0,0,0,15.773089741876,0,0,0,0,0,0,0,0,0,0,0,3.627546993976,0.510242814186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.664383884404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908515596676,0
"50","4-24-69-15-SE",0,0,0,0,0,0,0,0,0,0,1.989119350058,11.2507157591224,0,0,0,0,0,0,0,0,0,0,0,1.44041723159189,6.491249179386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7202142728964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-24-69-15-SW",0,0,0,2.15187976339,9.53486697893,0,0,0,0,0,3.140993562464,15.715355821109,0,0,0.1947033991201,0,5.5906505012904,2.068405844841,0,0,0,0.181485375439507,0.4088913725363,1.017077216555,20.6032228518129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068405829775,0,0,0.2618214543161,0,0,0,0,0.95125130789883,0.02135889497667
"52","4-24-69-16-NE",0,0,0,0,0,0,0,0.31121453876,0,0.000925855958831,0,17.72637497602,0,0.157933112313,0,0,0,0.638264989516,14.6027256156,0,0,0.0577615358506,0,7.0398986740246,4.89970151409873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5550269619737,0,0,0,0,0,0,0,0,0,15.240990611998,0,0,0,0,0,0,0,0.320049113831274,0
"53","4-24-69-16-NW",0,0,0.753075130616,0,0,0,0,0,0,0.14340276700179,5.603773627761,19.9363434400712,0,0.060529816658,0,0,0.1942095013869,4.211092964334,3.86872030871,0,0,0.122616903301,0,2.774593187591,5.243302872186,0,0,0,0,0,3.41154076598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.491354019013,0,0,0,0,0,0,0,0.776840212751286,0
"54","4-24-69-16-SE",0,0,0,0,0,0,0,0,0,0,15.041212753887,10.399973637304,0,0,0,0,1.115943919523,13.3793108546989,0,0,0,0.9602391754631,0,2.1075672300564,9.666732284007,0,0,0,0,0,7.74913897172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787508201308,0,0,0,0,0,0,0,0,0,0,0,0,21.1284497909381,0,0,0,0,0,0,0,0.85666611816203,0
"55","4-24-69-16-SW",0,0,0,0,0,0,0,0,0,0,7.58531477570398,25.127037995628,0,0,0,0,0,0.381213974552,20.017022473037,0,0,0.0376020937443,2.6144734152,0.782790399165,0,0,0,0,0,0,10.758787312195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.157023719104,0,0,0,0,0,0,0,0.114840485681803,0
"56","4-24-69-17-NE",0,0,0,0,0,0,0,8.22854688482,0,0,7.0550206030722,16.1344228573437,0,0.0107440332321,0,0,0.656687076837,0,0.468114804804,0,0,0,0,0.764853586736,1.510821905733,0,0,0,0,0,14.20197505693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.670089900077,0,0,0,0,0,0,0,0.314826480748,0
"57","4-24-69-17-NW",0,0,0,0,0,0,0,0,0,0,16.2854308868809,0,0,0,0.658121011463,0,0.1883441428131,0,18.41940579773,0,0,0,0,1.6054648289153,0,0,0,0,0,0,2.24767950593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76715678607,0,0,0,0,0,0,0,0,0.137044373651,20.569151484111,0,0,0,0,0,0.00286950168205,0,0.09897855634454,0.0985882319792
"58","4-24-69-17-SE",0,0,0,0,0,0,0,0,0,0,33.156616150848,2.6759537785203,0,0.0036354091021124,0,0,0.697050750547,2.00718148873,0.074720066589,0,0,0.095773182149,0,1.40522312058,0,0,0,0,0,0.0143813413778,23.983561840736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114628745029,26.0798450498903,0,0,0,0,0,0,0,1.01388879696625,0
"59","4-24-69-17-SW",0,0,0,0,0,0,0,0,0,0,0.0034310805982035,0,0,0,0,0,0,0,0,0,0,0,0,0.00140228823676,0,0,0,0,0,0,0.0028138824763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117091833542,0.0028138413716,0,0,0,0,0,0,0,0.0008520043295576,0
"60","4-24-69-18-NE",0,0,0.432476566317,0,0,0,2.33071924536,13.93591815018,0,0,19.6944036188496,0,0,0,0,1.03604733566,11.1138458354727,0,1.5493090043,0.300842869961,0,0,0,0.00494109937322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.991413816469,0.538724426431,2.02117682965,0,0,0,0,0,0,0,0,0,1.850151873155,0,0,0,0,0.0127978154684,0.40396774716879,0,0.19705343095196,0
"61","4-24-69-18-NW",0,0,0.407010942511,0,0,0,0,3.417360700688,0,0,14.7152691362,0,0,0,0,2.35635051568,13.517040978654,0,0,0,0,0,1.56741560041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9120651718,0,0,0,0,2.3554768760686,0,0,0,0,0,0,0,0,0,0,0.0128474041681,0.7079941336072,0.00899981688901,0.0196738610009,0
"62","4-24-69-18-SE",0,0,0,0,0,0,0.000254407527621,0.00146604418658,0,0,0.002900767958348,0,0,0,0,0.000659954338289,0.000432678703803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796553610903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134988828157,0,0.0013387364980728,0
"63","4-24-69-18-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167257088646771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592544172951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161937501175,0,0,0
