"","QSLinkID","BlackSpruce0","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC0","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC0","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP0","MixedwoodUP10","MixedwoodUP40","Pine0","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC0","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"16","4-23-70-7-NE",0,0,0,0,0,0,0,0,10.727127881174,0,0,0,0,0,0,35.554820156386,12.5332140203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993845040899,0,0.2104711007877,0
"17","4-23-70-7-NW",0,1.076416648849,0,0,0,0,0,10.075835221151,28.3088280758449,0,0,0,0,0,0,0.795010199534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01135125753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781881112891,0
"18","4-23-70-7-SE",0,0.332664277787,0,0,0,0,0,0,24.26466744042,0,0,0,0,0,0,37.44415080064,1.35183134424,0,0,0,0,0,0,0,0,0,0,0,0.74802639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01626807077,0,0.35647124006952,0
"19","4-23-70-7-SW",0,10.742883908725,0,0,0,0,0.921627819465,13.43963561981,19.133759063698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51149451746,0,0,0,0,3.83248012066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935948396585228,0
"20","4-23-70-8-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.493475186448,0,0,0,0,0,0,0,0,0,0,0,0,3.797146564231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","4-24-68-31-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578166306739,0,0,0,0,0,0,0,0,0.00072876543137,0,0,0,0.000982523731867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011835728793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184949476648,0
"22","4-24-68-31-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083153023205,0,0,0,0,0,0,0,0,0,0,0,0,0.00313093042837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663166891783,4.95755708619e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006947203017738,0
"23","4-24-68-32-NE",0,0,0,0,0,0,0.000599319750329,0,0,0,0.00165501203314,0,0,0,0,0,0.005165077621451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021630178506882,0
"24","4-24-68-32-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793164166023,0,0,0,0,0,0,0,0.00378188233287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918698984415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068418477497881,0
"25","4-24-69-1-NE",0,2.417833530135,0,0,0,0,5.52178405764,12.753800498291,0,0.320149810023,24.1703783191928,0,0,0,0,0,0,0,0,0,14.9578771836849,0,0,0,1.71762014605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250269612706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038036027334,0,0,0,0,0,0,14.955704358186,0,0,0.585596899572,0,0,0,0,1.65714664832644,0.2298939630385
"26","4-24-69-1-NW",0,7.6724296628358,0,0,0,0,2.2008668517168,15.45146224434,0.02071825859034,0,6.695962266286,0,0,0,0,0.745251883512,0,1.961850906343,0,0,2.63505940758,0,0,1.08367949224,1.3175392634807,2.793988570959,0,0,2.4700608652,0,3.912487057682,0,0,0.0948868431255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596885474784,0,0,0,0,0,0,8.6042842310938,0,0,0,0,0,0,0,1.42453741723935,0
"27","4-24-69-1-SE",0,0,0,0,0,0,0.0585557102789,15.449502364707,0,0.110223257203,34.01892797488,0,0,0,0,0.271555577753,0,2.19043636191,0,0,5.69674496639,0,0,2.062814474438,0,0,0,0,0,1.47355611158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510032159818,0,0,0.0669955698003,0,0,0,0.568373146188,0,0,0,0,0,0,7.88718132861,0,0,0.670716724806,0,0,0,0,0.897447959361485,0.0453226084725
"28","4-24-69-1-SW",0,14.913164245379,0,0,0,0,2.56475695909,0,0.08737017635009,0,0.153665243911,0,0,0,6.603064957348,0.906323746587,0,13.87433059917,0,0,0.116335578449,0,0,3.4237923593251,0.809010674285,0,0,0,0,0,0.259579054282,0,0,0.227305049097053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12525783484939,0,0,0,0,0,0,14.477550050039,0,0,0,0,0,0,0,0.14990482410505,0
"29","4-24-69-10-NE",0,0,0,0,0,0,0,0,0,0,10.447910550357,0,0,0,0,0,13.222043213765,0,0,0,0,0,0,0,1.305630373881,0,0,1.10625682633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20164810702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-24-69-10-NW",0,0,0,0,0,0,0,0,0,0,3.729045969498,0,0,0,0.353647391539,1.415006088521,40.62347526634,0,0,0,0,0,0,0,6.38072582116434,0,0,0,0,9.017243037095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.436553658915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725964754483,0,0,0,0,0.32158095164378,0
"31","4-24-69-10-SE",0,0,0,0,0,0,0,0,0,0,2.4929365806396,0,0,0,0.582977488576,0,29.68589482731,0,0,0,0,0,0,0,0,0,0,5.63134856957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-24-69-10-SW",0,0,0,0,0,0,0,0,0,0,1.722411729829,0,0,0,1.00906657042,13.617092459585,39.8607353043759,0,0,0,0,0,0,0,4.8714896916373,0,0,0,0,1.93998790122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583745512395,0,0,0,0,0.50569732868065,0.2080497980874
"33","4-24-69-11-NE",0,5.227930390026,0,0,0,0,20.71829716685,3.41208144700812,0,0,3.40459924429396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765654225459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131444584394,1.63887147387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23981761409549,0.99781773135
"34","4-24-69-11-NW",0,0,2.537451629894,0,0,0,0,0.71326132911,0,0,26.660062228078,4.92412722871,7.45463369303,0,0,0,0,0,0,0,0,0,0,3.89666011331,0,5.42488917938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280524793926,1.904250175215,10.3510946366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-24-69-11-SE",0,1.204593666963,0,0,0,0,2.58955260164,3.926704524899,0,0,9.623462473986,0,0,0,0,0,0,0.8875136334497,0,0,0,0.1283569550456,0,0,3.5764616376516,1.038101523838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91199356551,0,0,0,0,0,0,0.8875136334243,0,0,0,0,0,0,0,0.5694401617672,0
"36","4-24-69-11-SW",0,0,1.166868863676,0,0,0,0,7.18383702539,0,0,33.3213300877338,0,3.0703073674425,0,0,0,0,1.69644026135,0,0,0,0.00226989007942,0,0,2.282045918864,2.10830485519,0,2.74992158361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66757729473,6.6580987943886,0,0,0,0,0,0,0,0,0,0,1.69644026135,0,0,0,0,0,0,0,0,0
"37","4-24-69-12-NE",0,4.91762951109,0.725820061393,0,0,0,5.988903520849,4.907722960034,0,0.0051019420065,14.20726622585,0,0,0,0,0.981784178448,8.995831115784,0,0,0,12.608038389,0,0,0,0,0,0,0,0.444245236442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3964589216,0,0,0,1.09594785128,0,0,0,0,0,0,0,0,0,0,0,12.6080374718,0,0,0.4337582224853,0,0,0,0,0.3149225384098,0.144481337937
"38","4-24-69-12-NW",0,16.485048318074,0,0,0,0,12.2671203578077,9.351559441029,0.04031046237182,0.051237509056,7.88506874487,0,0,0,0,0,0.770084585907,2.356208808384,0,0,5.186367879776,0.028121686317386,0,1.26140340006,3.38829744352e-06,0,0,0,0,0,5.43745009732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31628543966017,0,0,0,0,0,0,0,0,0,0,0,12.980026795383,0,0,0,0,0,0,0,1.09554501113559,0
"39","4-24-69-12-SE",0,2.362875721307,1.95870266327,0,0,0,6.38640343315,21.2006985959,0,0,8.538106285041,0,0,0,0,0,1.874333311192,1.1625779213,0,0,14.79876450137,0,0,0,0,0,0,0,0,3.58958672241,0,0,0,0,0,0,0,0,1.58020990419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96134242854,0,0,0.73107244069,0,0,0,0,0.489892393107,0
"40","4-24-69-12-SW",0,7.8647263430827,0,0,0,0,2.31916024205311,13.32966473362,0.1591415565825,0.000861744552626,16.0612924516085,0,0,0,0,0,1.15800896606,9.2186793153144,0,0,9.9843508837927,0.00413306523124,0,0.809773818463,0.87795796631,0,0,0,0,0.193259697357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.203030203295,0,0,0,0,0,0,0,0.813356536121,0
"41","4-24-69-13-NE",0,0.643926982881,0,0,0,0,8.91388026857377,0,0,0,0,0,0,0,0,11.240916812177,38.132265389511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574589723149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175205932592,0
"42","4-24-69-13-NW",0,0.247795934356,2.274126970909,0,0,0,16.7406615161373,0,0,0,8.0869135519077,0,0,0,0,0,14.329753016029,0,0,0,0,0,0,0,0.997811845929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4869146438,0,0,0,0,0,0,0,0,0,0.681244540832,0,0,0,0,0.5382112152672,0
"43","4-24-69-13-SE",0,0.7972017909297,0,0,0,0,16.3084934646757,5.5777182379429,0,0,3.016478476656,0,0,0,0,1.660786506264,13.74853204045,0,0,0,0,0,0,2.15430454241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1056419906588,0,0,0,0,0.171573688444,0
"44","4-24-69-13-SW",0,1.969941771891,7.367184828898,0,0,0,21.7826924350563,0.7842338858805,0,0.10490070229935,6.643445614234,0,0,0,0,0,6.8601648360055,0,0,0,10.802467331539,0.0127312467501208,0,0.629668092527,0,0,0,0,0,0,3.377191458971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6448835413528,0,0,0,0,0,0,0,0,0,0,0,14.179658796429,0,0,0.57037466802,0,0,0,0,0.8181305202351,0
"45","4-24-69-14-NE",0,0,1.07196241724,0,0,0,3.103516286425,7.080662383252,0,0,17.163553632304,0,0,0,0,0,1.284925601196,0,0,0,0,0,0,1.60906882643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66704497149,9.114006329946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4668872268671,0.119413921924
"46","4-24-69-14-NW",0,0,0,0,0,0,0,0.0391687083756,0,0,11.24883856059,0,0,0,0,0,2.36822720079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-24-69-14-SE",0,0,1.73138265569,0,0,0,4.04012740362,10.7620530244061,0,0,15.9410192924529,0,0,0,0,0,1.968635960282,0,0,0,1.91359069626,0,0,2.81649959678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981788844669,3.6358068383409,1.38443993755,0,0,0.926792081918,0,0,0,0,0,0,1.913590709,0,0,0,0,0,0,0,0.8301355768473,0
"48","4-24-69-14-SW",0,0,0,0,0,0,0,0.854131636861,0,0,12.9671356031344,12.53175614839,0,0,0,0,2.8280918487983,0,0,0,0,0,0,18.620241917366,2.05548627921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8848803520391,0.794110559666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-24-69-15-NW",0,0,0,3.2040598132,0,0,0,9.575682967,0,0,0,15.773089741876,0,0,0,0,0,0,0,0,0,0,0,3.627546993976,0,0.510242814186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768349194476,2.896034689928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908515596962,0
"50","4-24-69-15-SE",0,0,0,0,0,0,0,0,0,0,1.2618306456524,9.98888511347,0,0,0,0,1.989119350058,0,0,0,0,0,0,1.44041723159189,4.933823861246,1.55742531814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7202142728964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-24-69-15-SW",0,0,2.15187976339,9.53486697893,0,0,0,0,0,0,6.674780518069,9.04057530304,0,0,0.1947033991201,1.38339899026,7.3482450734944,2.068405844841,0,0,0,0.181485375439507,0,1.017077216555,7.7099822841129,12.8932405677,0,0,0,0.4088913725363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068405829776,0,0,0.2618214543161,0,0,0,0,0.95125130789217,0.02135889497667
"52","4-24-69-16-NE",0,0,0,0,0,0,0.31121453876,0,0.000925855958831,0.157933112313,13.18455984211,4.54181513391,0,0,0,0,0,0.638264989516,14.6027256156,0,0,0.0577615358506,0,7.0398986740246,4.89970151409873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5384029477537,3.01662401422,0,0,0,0,0,0,0,0,0,15.240990611889,0,0,0,0,0,0,0,0.320049113817487,0
"53","4-24-69-16-NW",0,0,0,0,0,0,0,0.753075130616,0.14340276700179,0.060529816658,19.9363434400712,0,0,0,0,0.1942095013869,5.603773627761,4.211092964334,3.86872030871,0,0,0.122616903301,0,2.774593187591,5.243302872186,0,0,0,0,0,0,3.41154076598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.491354019007,0,0,0,0,0,0,0,0.776840212800436,0
"54","4-24-69-16-SE",0,0,0,0,0,0,0,0,0,0,12.348059255173,0,0,0,0,0,14.209071055541,13.3793108546989,0,0,0,0.9602391754631,0,2.1075672300564,9.666732284007,0,0,0,0,0,0,7.74913897172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787508201308,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1284497909231,0,0,0,0,0,0,0,0.8566661181229,0
"55","4-24-69-16-SW",0,0,0,0,0,0,0,0,0,0,25.480911481776,0,0,0,0,0,7.23144128955598,0.381213974552,20.017022473037,0,0,0.0376020937443,0,3.397263814365,0,0,0,0,0,0,0,10.758787312195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.157023719146,0,0,0,0,0,0,0,0.114840485685173,0
"56","4-24-69-17-NE",0,0,0,0,0,0,8.22854688482,0,0,0.0107440332321,16.1344228573437,0,0,0,0,0.656687076837,7.0550206030722,0,0.468114804804,0,0,0,0,0.764853586736,1.510821905733,0,0,0,0,0,0,14.20197505693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.670089900061,0,0,0,0,0,0,0,0.3148264807495,0
"57","4-24-69-17-NW",0,0,0,0,0,0,0,0,0,0,1.87837263345,0,0,0,0.658121011463,0.1883441428131,14.4070582534309,0,18.41940579773,0,0,0,0,0,1.6054648289153,0,0,0,0,0,0,2.24767950593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76715678607,0,0,0,0,0,0,0,0,0,0.137044373651,20.569151484108,0,0,0,0,0,0.00286950168205,0,0.09897855636158,0.0985882319788
"58","4-24-69-17-SE",0,0,0,0,0,0,0,0,0,0.0036354091021124,13.6011833415206,0,0,0,0,0,22.9284373383947,2.00718148873,0.074720066589,0,0,0.095773182149,0,0,1.40522312058,0,0,0,0,0,0.0143813413778,23.983561840736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114628745029,26.0798450499393,0,0,0,0,0,0,0,1.01388879701691,0
"59","4-24-69-17-SW",0,0,0,0,0,0,0,0,0,0,0.00198368958953,0,0,0,0,0,0.0014473910086735,0,0,0,0,0,0,0,0.00140228823676,0,0,0,0,0,0,0.0028138824763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117091833542,0.0028138413716,0,0,0,0,0,0,0,0.0008520043295072,0
"60","4-24-69-18-NE",0,0,0,0,0,0,10.99030652294,5.708807438917,0,0,0,0,0,0,0,3.02733853341267,28.8169582565696,0,1.5493090043,0,0.300842869961,0,0,0,0.00494109937322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67878210915,2.559901256081,0,0,0,0.312631707319,0,0,0,0,0,0,1.850151873157,0,0,0,0,0.0127978154684,0.40396774715579,0,0.19705343097696,0
"61","4-24-69-18-NW",0,0,0,0,0,0,3.417360700688,0.407010942511,0,0,0,0,0,0,0,12.6556742412579,17.9329863892761,0,0,0,0,0,0,1.56741560041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9120651718,0,0,2.3554768760686,0,0,0,0,0,0,0,0,0,0,0,0,0.0128474041675,0.7079941335777,0.00899981688901,0.0196738610007,0
"62","4-24-69-18-SE",0,0,0,0,0,0,0.000254407527621,0.00146604418658,0,0,0,0,0,0,0,0.001092633042092,0.002900767958348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796553610903,0,0,0,0,0,0,0,0,0,0,0,0,0.000134988829462,0,0.0013387365043359,0
