"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","NA.","Pine0","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC10","PineCC20","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"35","4-10-89-12-SE",0,0,0,0,0,0,0,0,0,0.000297048529114,0,0,0,0,0,0,0,0,0,0,0,0.000864088353374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","4-10-89-12-SW",0,0,0,0,0,0,0,0,0,15.8211343052133,0,0,0,0,0,0,0,0,0,0,0,25.651546327274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7585076395842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","4-10-89-16-NW",0.0046502457941,0,0,0,0,0,0,0,0,0.00143126864293,0,0,0,0,0,0,0,0,0,0,0,0.000667629496877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","4-10-89-16-SW",0,0,0,0,0,0,0,0,0,0.007326437337323,0,0,0,0,0,0,0,0,0,0,0,0.00046278555085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-10-89-17-NE",42.4747883463145,0,0,0,0,0,0,0,0,11.53478051705,0,0,0,0,0,0,0,0,0,0,0,0.696730100022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29017476711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332024203053,0,0.608525033533
"40","4-10-89-17-NW",33.415912034198,0,0,0,0,0,0,0,0,22.436697950987,0,0,0,0,0,0,0,0,0,0,0,8.0895099424915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16868170972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60169329009184,0,0
"41","4-10-89-17-SE",4.995236022151,0,0,0,0,0,0,0,0,47.890193816389,0,0,0,0,0,0,0,0,0,0,0,4.0249594389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1914423881816,0,0.391213677441
"42","4-10-89-17-SW",8.8233804604546,0,0,0,0,0,0,0,0,33.1225900190188,0,0,0,0,0,0,0,0,0,0,0,3.34256156230304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555753232747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12275177558648,0,0
"43","4-10-89-18-NE",6.69849817346,0,0,0,0,0,0,0,0,12.2708415501,0,0,0,0,0,0,0,0,0,0,0,34.76869134209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511661907731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4566969803956,0,0
"44","4-10-89-18-NW",0.00933365124682,0,0,0,0,0,0,0,0,27.8741331377084,0,0,0,0,0,0,0,0,0,0,0,30.3147882297754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87959727867926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3243327869116,0,0
"45","4-10-89-18-SE",21.093807513159,0,0,0,0,0,0,0,0,26.374617664978,0,0,0,0,0,0,0,0,0,0,0,0.009197213209455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693789279204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-10-89-18-SW",42.1585230845473,0,0,0,0,0,0,0,0,14.4384913023657,0,0,0,0,0,0,0,0,0,0,0,4.28913177223047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37384055699772,0,0
"47","4-10-89-19-NE",61.875638986328,0,0,0,0,0,0,0,0,1.49121969088978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934806048824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-10-89-19-NW",60.0097588602487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38585871123435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-10-89-19-SE",61.1079970660781,0,0,0,0,0,0,0,0,0.4697131691863,0,0,0,0,0,0,0,0,0,0,0,0.4550086521605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543595920171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-10-89-19-SW",25.6472650922641,0,0,0,0,0,0,0,0,23.9365504656968,0,0,0,0,0,0,0,0,0,0,0,10.2778711345561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72120017669963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","4-10-89-2-NE",0,0,0,0,0,0,0,0,0,3.07301039918,0,0,0,0,0,0,0,0,0,0,0,0.736136124205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557560397575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","4-10-89-2-NW",0,0,0,0,0,0,0,0,0,20.4737992510705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893937264341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051999121381,0
"53","4-10-89-20-NE",31.62919750765,0,0,0,0,0,0,0,0,23.200455983634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45271737534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394542793852,0,0
"54","4-10-89-20-NW",10.7360978137413,0,0,0,0,0,0,0,0,47.5530107879885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031302273183,0,0,0,0,0,0,0,0,0,0,0,0.342373195357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","4-10-89-20-SE",7.2616751635233,0,0,0,0,0,0,0,0,45.196113000659,0,0,0,0,0,0,0,0,0,0,0,2.28146713971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56556594467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516748022791,0,0
"56","4-10-89-20-SW",25.8477507125077,0,0,0,0,0,0,0,0,35.827135443473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8537263977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111342283816,0,0.999745831488
"57","4-10-89-21-SW",0.00045591550566,0,0,0,0,0,0,0,0,0.000714662521598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4-10-89-29-NE",1.25009703651,0,0,0,0,0,0,0,0,57.546190301594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233871988852,0.00987144023069,0,0,0.109701344247
"59","4-10-89-29-NW",30.986180958713,0,0,0,0,0,0,0,0,33.3173084905212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.803871220631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","4-10-89-29-SE",58.953222378498,0,0,0,0,0,0,0,0,5.30107497967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","4-10-89-29-SW",47.9176868668015,0,0,0,0,0,0,0,0,5.689392130416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4086459869626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","4-10-89-3-NE",0,0,0,0,0,0,0,0,0,50.842596520883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.020804803456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","4-10-89-3-NW",0,0,0,0,0,0,0,0,0,15.4979278403259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65270208088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","4-10-89-3-SE",0,0,0,0,0,0,0,0,0,15.715047272184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","4-10-89-3-SW",0,0,0,0,0,0,0,0,0,45.5461923190839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71042065538099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","4-10-89-30-NE",50.859102755452,0,0,0,0,0,0,0,0,10.47364918949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291164968767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","4-10-89-30-NW",64.8805147413873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","4-10-89-30-SE",56.2077027620951,0,0,0,0,0,0,0,0,1.44568184502,0,0,0,0,0,0,0,0,0,0,0,0.550246332532,0,0,0,0,0,0,0,0,0,0,0,0,0.2314994905935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","4-10-89-30-SW",64.5055525023862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56420153685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","4-10-89-31-NE",57.856188134513,0,0,0,0,0,0,0,0,6.7707750542477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148061119296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","4-10-89-31-NW",59.2702098229041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24033160063429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","4-10-89-31-SE",14.4926698904066,0,0,0,0,0,0,0,0,23.517927190643,0,0,0,0,0,0,0,0,0,0,0,7.07643172933373,0,0,0,0,0,0,0,0,0,0,0,0,4.5133471971658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715223118953,0.50919735198,0,0,0,0
"73","4-10-89-31-SW",42.8408020113358,0,0,0,0,0,0,0,0,7.3922653926599,0,0,0,0,0,0,0,0,0,0,0,1.81411394101,0,0,0,0,0,0,0,0,0,0,0,0,3.020286788722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02828787141307,0,0,0.0440080946274,0,0
